Last_name,Name,Gender,Date_birth,Position,City,Address,Phone,Email
Козаченко,Геннадій,Male,1958-07-04,Медик,село Новий Буг,"площа Центральна, буд. 52, Глобине, 98414",+380 32 874-98-90,martyn98@example.org
Дубина,Альбіна,Female,1991-01-31,Електротехнік,місто Дубляни,"вулиця Лиманчик 2-й Лінія 3-тя, буд. 225 кв. 9, Сколе, 39011",078 91 90,ustymishchenko@example.net
Дробʼязко,Георгій,Male,1951-04-30,Продюсер,місто Помічна,"узвіз Затишна, буд. 3, Ямпіль, 85872",+380 42 191-30-93,ihorzaporozhets@example.com
Їжак,Азар,Male,1999-08-12,Краєзнавець,село Боково-Хрустальне,"вулиця Лузанівка, буд. 865 кв. 764, Подільськ, 85664",+380 18 931-23-98,shtokaloiustym@example.net
Верховинець,Ігнат,Male,2004-05-07,Зоолог,селище Яготин,"провулок Романтичний, буд. 8 кв. 0, Пологи, 20215",+380 (85) 239-35-57,stefan73@example.net
Жайворон,Аврелій,Male,1950-01-22,Намотувальник,село Берегове,"площа Дмитра Годзенка, буд. 77, Славута, 66285",040 825 12 13,cdubenko@example.org
Фоменко,Лілія,Female,1958-03-07,Сценарист,селище Новгород-Сіверський,"проспект Пассіонарії, буд. 1, Косів, 11734",+380 94 670 54 11,olha68@example.org
Власюк,Миколай,Male,1993-01-14,Композитор,місто Переяслав,"набережна Суднобудівна, буд. 570, Алмазна, 68999",884-71-31,dannakopytko@example.com
Гавришкевич,Юстина,Female,1992-03-10,Адвокат,село Сколе,"сквер Ігоря Ветрогонова, буд. 446, Берестин, 73996",042-01-55,jsych@example.net
Панчук,Людмила,Female,1986-10-03,Агроном,село Житомир,"вулиця Хаджибейський 1-й, буд. 355, Богодухів, 76083",010 324 00 30,sheremetamvrosii@example.org
Базавлученко,Михайлина,Female,1947-08-17,Громадський діяч,хутір Гайсин,"сквер Леся Курбаса, буд. 49 кв. 5, Кам'янка (Черкаська область), 81504",+380 (51) 698-91-50,iukhymtsisyk@example.net
Ковпак,Богуслава,Female,1943-10-04,Детектив,селище Буча,"узвіз Шевальових, буд. 230 кв. 8, Генічеськ, 91547",003 133-23-73,obezborodko@example.com
Дрозд,Емілія,Female,1961-02-25,Клоун,село Миргород,"вулиця Лінія 45-та, буд. 502 кв. 94, Камінь-Каширський, 53498",134 47 58,babiidan@example.org
Наливайко,Пантелеймон,Male,1986-07-06,Кур'єр,місто Кадіївка,"проспект Інглезі, буд. 28, Бердичів, 40674",949-49-07,pdemianchuk@example.net
Єрьоменко,Ярина,Female,1978-09-15,Літературознавець,селище Тернопіль,"вулиця Гетьмана Сагайдачного, буд. 5, Бобринець, 78037",+380 (93) 924-66-34,rostyslavatamaniuk@example.org
Швачка,Демид,Male,1974-08-30,Різноробочий,хутір Дрогобич,"площа Костанді 2-й, буд. 65, Рудки, 26342",+380 82 449-46-56,vtovstolis@example.org
Чумаченко,Гліб,Male,2001-02-14,Детектив,селище Глобине,"площа Аеропортівський 4-й, буд. 81, Конотоп, 01787",+380 42 997-59-47,sviatoslava35@example.net
Франко,Аніта,Female,1995-09-07,Паралегал,селище Кам'янське,"парк Йоганна Ансельма, буд. 089 кв. 81, Іловайськ, 09599",395-49-35,albertieromenko@example.org
Ґалаґан,Мирон,Male,2000-05-29,Флорист,село Ладижин,"площа Закарпатська, буд. 3, Зимогір'я, 65088",+380 81 686-86-53,hryhoriilaba@example.org
Швайка,Мирослав,Male,1949-10-22,Математик,місто Могилів-Подільський,"набережна Вапняна, буд. 21, Тульчин, 54764",366-18-89,mykytiukartem@example.net
Абрамчук,Ірена,Female,1994-08-18,Піаніст,селище Деражня,"парк Угорська, буд. 50, Глухів, 36878",+380 21 513-05-39,niurchuk@example.org
Скоробогатько,Валерій,Male,1999-07-22,Фольклорист,хутір Бурштин,"набережна Спаський, буд. 815 кв. 55, Хмільник, 69363",242 75 21,nataliiahavryliuk@example.org
Дрозд,Віолетта,Female,1994-03-09,Доцент,місто Ялта,"сквер Наявний 6-й, буд. 04, Новий Розділ, 44155",078 904-29-68,iiashchuk@example.com
Ткач,Степан,Male,1946-09-13,Електротехнік,селище Путивль,"узвіз Привокзальний, буд. 477, Нетішин, 19926",673 79 53,vyshniaktymofii@example.com
Сірченко,Амалія,Female,1941-01-04,Журналіст,селище Дружківка,"площа Житомирська, буд. 694 кв. 3, Любомль, 05767",+380 (50) 994-97-69,irynapetryk@example.org
Цимбалюк,Орися,Female,1998-08-03,Модельєр,село Помічна,"узвіз Тиха, буд. 478 кв. 168, Благовіщенське, 24134",+380 79 024-67-26,klyment59@example.com
Верхола,Борислав,Male,1946-09-16,Різноробочий,село Синельникове,"сквер Сухолиманна, буд. 592, Борщів, 96162",039 362 38 26,chernenkoandrii@example.com
Гаєвський,Омелян,Male,1968-06-10,Історик,село Олешки,"набережна 1-ша Лінія 6-й ст. Люстдорфської дороги, буд. 3 кв. 745, Коростишів, 93353",056 835-56-25,ivasylevych@example.com
Шухевич,Тимофій,Male,1957-08-28,Менеджер,селище Красилів,"провулок Цегельнозаводська, буд. 5 кв. 14, Суходільськ, 33175",048 269-58-63,tesliafeofan@example.org
Годунок,Стефан,Male,1999-09-21,Геолог,село Алупка,"проспект Житомирський 3-й, буд. 303 кв. 7, Чистякове, 40265",+380 99 609-49-33,lhavrysh@example.com
Сірко,Степан,Male,1951-07-08,Бухгалтер,село Дружківка,"набережна Флотський 3-й, буд. 0 кв. 47, Рава-Руська, 97377",091 085-06-09,rubanmarta@example.net
Гаєвська,Юстина,Female,1992-05-08,Піаніст,село Прилуки,"шосе Джерельна, буд. 804 кв. 82, Монастириська, 43666",076 893 93 80,ievhen54@example.net
Цюпа,Григорій,Male,1939-04-06,Євнух,хутір Погребище,"проспект Манежний, буд. 31 кв. 11, Зміїв, 06169",423 33 09,sofiiatsarenko@example.net
Наливайко,Гордій,Male,1990-02-05,Мистецтвознавець,селище Тернівка,"шосе Бучми, буд. 4, Хирів, 43322",+380 (39) 281-94-94,rozaliiachornovil@example.org
Кабалюк,Гліб,Male,1982-11-02,Перекладач,хутір Борислав,"набережна Гаванна, буд. 952, Ніжин, 26945",+380 25 983-03-86,chalyiedyta@example.com
Юрчук,Ростислав,Male,1969-02-04,Бізнесмен,хутір Умань,"узвіз Чорничний, буд. 06, Бахмач, 71352",300 78 11,anitaiukhymenko@example.net
Ґерета,Олег,Male,1982-09-01,Паралегал,місто Володимир-Волинський,"шосе Зелена балка, буд. 090, Благовіщенське, 48824",+380 (26) 914-90-14,tetianadzyndra@example.net
Гузій,Ганна,Female,1979-12-05,Графік,село Сватове,"проспект Тараса Кузьміна, буд. 94, Болград, 86853",551-93-05,ookhrymovych@example.net
Редько,Олександр,Male,1947-11-12,Медик,село Берестин,"площа Павла Шклярука, буд. 2, Полонне, 31707",+380 (98) 144-77-82,bohuslava45@example.com
Дутка,Святослава,Female,1940-03-09,Складальник,місто Донецьк,"парк Головна, буд. 8 кв. 51, Южне, 76236",+380 (69) 007-46-02,ppiatachenko@example.com
Лемешко,Олекса,Male,1963-07-05,Дерун,село Голубівка,"площа Лінія 30-та, буд. 0, Устилуг, 77335",+380 57 206 03 99,hrechanykboryslav@example.com
Шамрай,Дарина,Female,2002-08-12,Детектив,село Перемишляни,"площа Шота Руставелі, буд. 26 кв. 8, Нова Одеса, 45463",+380 (71) 303-66-15,geretaustym@example.com
Вакуленко,Ольга,Female,2006-01-13,Географ,хутір Носівка,"проспект Академіка Заболотного, буд. 41 кв. 92, Петрово-Красносілля, 07547",056 700 38 25,hpryimak@example.org
Акименко,Вадим,Male,1987-08-07,Астронавт,село Рахів,"провулок Аркаса Миколи, буд. 165 кв. 5, Тлумач, 67186",829-62-39,knosachenko@example.com
Ляшко,Орест,Male,1965-10-01,Слідчий,місто Рівне,"площа Пересипська 7-ма, буд. 3, Болехів, 23504",007 108-18-80,artymielysei@example.com
Копитко,Оксенія,Female,2002-01-26,Продюсер,місто Козятин,"сквер Польська, буд. 22 кв. 677, Старобільськ, 72146",+380 03 396-91-69,mykytapetrenko@example.org
Жученко,Маруся,Female,1958-03-07,Флорист,місто Кагарлик,"вулиця Барвінковий, буд. 7, Голубівка, 40202",283 77 83,andrusenkovalerii@example.org
Верхола,Михайло,Male,1958-05-14,Письменник,хутір Полонне,"шосе Литавровий, буд. 8, Волочиськ, 69578",966-78-24,avhustynkorbut@example.com
Шамрай,Мартин,Male,1986-05-06,Соціолог,селище Борзна,"провулок Степна, буд. 091 кв. 134, Українськ, 36632",832 87 36,larysa20@example.com
Яковенко,Єва,Female,1944-02-12,Клавішник,хутір Карлівка,"площа Гімназична, буд. 647 кв. 277, Дергачі, 22049",080 518 64 81,tdankevych@example.com
Рева,Пріска,Female,2004-09-09,Скульптор,хутір Іллінці,"провулок Грузинська, буд. 40 кв. 1, Тлумач, 16765",+380 83 729 40 36,mmamchur@example.net
